x,y,z
-0.381,20.494,-0.527
-0.413,20.414,-0.599
-0.259,20.796,-0.251
-0.233,20.864,-0.189
0.471,22.172,0.955
-0.691,19.712,-1.239
-0.575,19.038,-1.953
-0.701,19.688,-1.261
-2.171,29.56,9.133
-2.405,29.658,9.293
-2.609,29.722,9.411
-2.407,29.658,9.295
-5.755,30.692,11.205
-7.541,31.356,12.337
-7.559,30.478,11.453
-7.887,30.44,11.497
-9.741,45.776,-15.323
-9.003,44.99,-15.243
-9.255,44.318,-15.859
-9.001,44.992,-15.243
-8.397,45.326,-14.567
-6.515,47.534,-11.735
-11.117,42.134,-18.663
-9.447,38.546,-19.619
-10.275,37.574,-20.865
-10.183,41.862,-18.111
-9.813,42.842,-17.213
-4.075,45.962,-10.837
-2.303,46.926,-8.867
-3.379,45.664,-10.487
25.369,9.432,21.569
26.653,8.888,20.747
-5.867,46.728,-11.739
-5.869,46.728,-11.739
-9.265,37.728,-19.989
-6.777,35.078,-19.729
-7.439,33.324,-21.337
-9.265,37.73,-19.989
-2.863,45.442,-10.227
-5.339,33.544,-19.579
-2.997,32.592,-18.371
-5.333,33.54,-19.579
-4.903,33.096,-19.523
-2.813,31.996,-18.603
-3.371,30.52,-19.955
0.725,42.9,-9.053
1.767,44.122,-7.485
1.151,42.49,-8.983
-5.341,33.546,-19.581
-6.341,34.612,-19.685
-5.339,33.546,-19.581
-5.083,33.326,-19.519
-1.051,44.618,-9.347
-1.127,44.7,-9.353
2.461,31.418,-14.895
0.845,29.91,-17.085
1.469,30.564,-16.195
4.071,31.666,-13.499
0.373,30.136,-17.307
-0.449,30.532,-17.695
-1.127,30.864,-18.009
-0.059,30.052,-17.695
-2.647,31.908,-18.529
-1.543,31.068,-18.203
3.583,32.398,-13.417
3.577,32.374,-13.437
3.577,32.38,-13.433
3.819,33.022,-12.845
2.269,41.408,-8.797
4.763,35.516,-10.559
4.721,35.41,-10.655
5.447,35.31,-10.161
3.305,40.406,-8.625
3.339,40.308,-8.659
4.605,39.87,-7.957
-4.535,-12.482,18.263
-4.771,-11.956,18.579
-5.393,-12.48,17.825
-6.447,-8.194,20.831
-6.817,-8.192,20.641
-6.467,-7.886,20.935
-6.467,-4.024,22.373
-6.551,-3.144,22.659
-6.553,-6.528,21.397
-7.567,-3.14,22.141
-2.859,-29.19,-13.597
-4.615,-30.482,-15.265
-5.571,-32.356,-15.611
-0.465,-43.738,-3.479
-0.687,-42.396,-4.413
-0.977,-42.598,-4.695
1.901,-38.8,-2.767
0.391,-41.64,-3.373
2.499,-40.134,-1.345
-2.521,-28.94,-13.275
0.343,-41.68,-3.417
6.969,-8.006,-6.351
8.091,-8.968,-5.007
7.173,-10.172,-4.505
5.545,-12.332,-3.593
7.333,-11.752,-3.151
8.621,-12.342,-2.023
12.037,-12.354,-0.277
10.629,-11.764,-1.467
10.913,-11.39,-1.623
8.959,-12.344,-1.849
11.831,-10.186,-2.125
13.459,-8.028,-3.033
11.669,-8.606,-3.477
10.383,-8.018,-4.605
8.373,-8.596,-5.161
10.043,-8.016,-4.779
8.743,-12.42,-1.843
6.881,-15.42,1.783
6.067,-18.94,3.351
0.571,18.186,14.363
1.179,16.54,15.233
1.899,15.882,15.317
2.267,15.162,15.641
3.285,15.57,14.777
0.311,16.842,14.967
0.263,16.856,14.953
-0.589,16.32,14.437
-1.527,14.974,14.387
-0.935,14.854,15.083
-4.985,-35.596,6.625
-4.815,-35.516,6.549
-5.155,-35.602,6.625
-6.697,-35.67,6.635
-7.369,-22.856,-6.817
-6.833,-22.834,-6.819
-1.735,-34.198,5.291
-10.641,-22.994,-6.805
-11.817,-22.906,-6.945
-10.709,-23.028,-6.771
-12.655,-23.268,-6.599
-10.541,-22.99,-6.803
-10.515,-22.99,-6.803
-10.495,-22.99,-6.803
-10.493,-22.99,-6.803
-12.387,-23.862,-5.965
-11.697,-22.804,-7.047
-7.083,-35.688,6.637
-15.239,-25.278,-4.595
-15.787,-25.55,-4.331
-15.811,-25.562,-4.319
-15.857,-25.584,-4.297
-15.871,-25.59,-4.291
-15.893,-25.638,-4.243
-16.205,-26.316,-3.543
-13.889,-23.802,-6.087
-13.473,-23.622,-6.259
-13.557,-23.658,-6.225
-7.529,-35.708,6.641
0.575,-19.016,14.105
-0.925,-16.992,12.621
-1.273,-16.41,12.925
-16.353,-26.64,-3.211
-11.511,-35.312,6.069
-12.763,-34.642,5.319
-11.627,-35.248,5.997
-11.427,-35.322,6.085
-8.309,-35.742,6.647
-17.481,-29.126,-0.649
-16.563,-31.174,1.535
-17.481,-29.088,-0.689
-17.489,-29.104,-0.671
-17.489,-29.106,-0.669
-13.935,-34.018,4.619
-15.715,-33.07,3.555
12.539,-2.264,-5.311
13.851,-2.808,-4.643
13.835,-2.954,-4.653
11.129,-2.946,-6.035
8.787,-0.708,-7.217
7.715,-2.934,-7.781
9.315,-2.218,-6.959
10.793,-2.944,-6.209
8.633,-0.266,-7.293
12.605,-2.232,-5.277
13.291,-0.282,-4.913
14.061,-0.944,-4.523
13.291,-0.28,-4.913
14.169,-0.284,-4.463
9.313,1.682,-6.933
9.383,1.714,-6.897
13.135,0.16,-4.989
14.171,-0.27,-4.461
14.047,1.214,-4.515
13.905,2.386,-4.579
10.791,2.398,-6.171
12.605,1.672,-5.249
11.129,2.396,-5.999
-6.227,0.738,22.851
-6.449,1.734,22.743
-6.651,-0.48,22.625
-6.649,-0.484,22.627
-6.551,2.196,22.695
-6.553,5.598,21.479
-6.467,3.08,22.421
-6.467,6.96,21.037
12.209,-0.256,-8.549
10.943,2.518,-6.049
10.041,7.448,-4.673
10.509,11.218,-5.145
10.229,7.326,-4.623
8.371,8.034,-5.047
11.667,8.022,-3.363
10.379,7.448,-4.501
11.827,9.582,-1.989
11.705,8.39,-3.037
10.627,11.15,-1.309
8.739,11.81,-1.677
8.959,11.734,-1.683
7.331,11.162,-2.993
8.615,11.736,-1.857
6.843,16.086,6.523
8.007,15.634,5.533
6.061,18.26,3.605
6.481,16.226,6.831
4.467,16.448,6.719
4.695,16.448,6.691
3.191,16.236,5.151
4.355,16.45,6.515
-5.041,-30.944,11.329
-6.871,-31.026,11.341
-1.887,-29.48,9.921
-7.203,-31.04,11.345
6.877,14.76,1.989
6.655,14.836,1.997
4.871,15.06,1.855
8.161,15.048,3.537
7.001,14.836,2.173
1.937,16.416,11.253
0.151,16.194,11.109
2.167,16.416,11.223
3.441,16.184,12.787
2.279,16.416,11.427
26.203,8.108,22.721
0.665,-32.866,-18.555
0.663,-32.866,-18.555
2.055,-30.938,-17.669
2.139,-30.816,-17.617
-0.325,-34.68,-18.973
0.681,-32.962,-18.489
4.573,-45.592,-7.339
3.959,-44.226,-8.797
4.301,-43.944,-8.487
6.861,-40.486,-6.809
7.535,-41.988,-5.207
5.325,-43.046,-7.583
5.273,-43.142,-7.603
2.373,-30.478,-17.475
-2.033,-37.818,-19.697
-2.033,-37.82,-19.695
-2.089,-38.668,-19.361
3.569,-44.55,-9.151
10.511,-11.778,-5.303
10.231,-7.894,-4.727
4.561,37.214,-8.457
5.235,35.83,-5.339
4.453,35.35,-8.693
3.621,33.934,-7.771
2.549,33.806,-6.225
1.869,35.028,-4.967
2.435,34.012,-6.013
1.979,36.894,-4.733
2.813,38.304,-5.659
-9.165,31.798,-18.961
-7.641,32.178,-20.003
-7.873,28.708,-19.903
-9.543,30.632,-17.535
-8.561,29.362,-16.553
-7.085,28.838,-16.589
-6.787,28.73,-16.597
-5.265,29.11,-17.639
-4.885,30.276,-19.065
-12.911,40.572,-16.363
-11.841,40.702,-17.905
-14.525,38.678,-18.793
-13.743,39.16,-15.439
-13.853,37.294,-15.673
-13.173,36.07,-16.931
-13.287,36.276,-16.717
-12.103,36.204,-18.473
-11.269,37.612,-19.399
4.255,-44.472,-2.629
3.213,-41.156,-2.605
1.659,-42.176,-2.909
4.955,-41.138,-3.321
5.863,-42.128,-4.635
-5.555,-41.552,-16.837
-7.059,-39.984,-19.555
-4.205,-41.376,-18.137
-3.595,-39.98,-19.249
-4.001,-38.488,-19.469
-4.085,-38.184,-19.515
-1.327,-46.088,-9.141
-3.527,-47.858,-11.163
-0.393,-46.42,-10.739
-0.787,-46.246,-12.571
-2.027,-45.768,-13.395
-2.277,-45.67,-13.561
2.775,-27.108,-12.903
4.979,-25.338,-10.879
4.491,-27.752,-13.335
5.981,-28.328,-12.343
4.743,-27.848,-13.167
6.377,-28.502,-10.511
-18.703,23.234,3.879
-18.675,22.648,3.951
-18.547,22.684,4.101
-18.223,21.64,3.595
-18.119,21.406,3.511
-17.259,31.344,10.051
-13.863,31.746,9.583
-14.673,32.544,8.099
-14.057,30.124,10.485
-15.149,28.618,10.277
-16.495,28.118,9.083
-16.359,28.168,9.203
-17.307,28.914,7.601
-17.111,30.538,6.697
-3.125,33.304,8.391
-4.107,34.562,7.423
-4.779,35.206,10.749
-3.491,32.144,9.807
-4.997,31.762,10.845
-6.579,32.32,10.887
-6.759,32.384,10.891
-7.741,33.642,9.923
-7.375,34.8,8.509
0.687,20.486,-5.595
-2.711,20.082,-5.127
-2.515,21.708,-6.029
-1.897,19.288,-3.645
-1.761,19.338,-3.523
-0.553,19.788,-2.449
0.539,21.29,-2.241
0.735,22.918,-3.143
-0.079,23.708,-4.627
2.455,27.468,1.031
1.975,29.144,0.355
4.197,29.778,2.923
2.591,26.724,2.741
2.301,27.346,4.481
2.561,26.788,2.915
1.757,28.968,5.231
1.277,30.64,4.553
1.141,31.388,2.845
8.303,-32.796,-5.935
7.003,-31.644,-5.207
8.509,-33.21,-2.487
8.385,-33.1,-5.891
8.791,-34.592,-5.667
8.185,-35.984,-4.559
-2.807,-28.726,-19.413
-18.809,-26.07,0.887
-18.965,-26.144,-0.163
-18.597,-26.012,-1.023
-16.041,-33.468,8.751
-3.295,-35.24,11.111
1.775,-19.892,-4.775
5.613,-28.45,4.347
3.669,-28.2,1.503
3.781,-26.466,2.193
3.301,-29.886,2.221
2.937,-30.472,3.753
2.895,-30.536,3.925
-7.895,46.554,-11.203
-11.297,47.224,-10.957
-8.395,46.028,-9.467
-9.797,45.012,-8.737
-11.283,44.096,-9.441
-10.049,44.858,-8.855
-11.983,43.82,-11.165
-11.485,44.344,-12.903
-10.079,45.364,-13.633
-0.125,42.714,-5.169
0.255,43.878,-6.597
-1.417,45.804,-4.229
-1.649,42.334,-4.127
-1.949,42.44,-4.121
-3.423,42.966,-4.085
-4.407,44.236,-5.065
-4.029,45.4,-6.493
-2.505,45.778,-7.533
2.007,27.284,-13.175
-0.897,28.48,-14.663
0.507,29.496,-15.395
-1.397,27.954,-12.929
-0.699,28.228,-11.201
0.539,28.988,-10.617
0.789,29.142,-10.499
2.195,30.162,-11.229
2.693,30.686,-12.967
-4.285,34.624,7.427
-5.869,35.184,7.471
-14.161,34.302,7.467
-12.981,29.67,12.035
-16.019,32.042,6.905
-18.187,30.994,5.149
-17.007,26.36,9.717
-14.809,32.494,7.979
-17.921,-24.408,3.971
-16.857,-22.77,2.295
-17.351,-25.688,5.337
-16.741,-27.018,6.755
-16.623,-27.252,7.003
-16.883,-22.26,1.761
-16.087,-28.294,8.117
-13.203,-29.822,9.831
-12.427,-30.246,10.305
-16.329,-27.824,7.615
-16.289,-21.896,1.403
-16.771,-22.638,2.161
-16.013,-21.72,1.229
3.963,-28.58,-0.375
3.785,-23.796,4.189
3.575,-25.704,3.887
3.533,-25.77,4.061
3.169,-26.356,5.591
2.801,-28.04,6.307
2.689,-29.772,5.617
-8.417,-31.096,11.353
-8.447,-31.092,11.347
-11.675,-30.656,10.765
-8.387,-31.094,11.353
1.179,-27.74,8.219
1.171,-27.746,8.225
-0.801,-28.88,9.333
1.261,-27.496,7.965
1.371,-22.306,2.529
1.729,-23.016,3.287
2.277,-24.134,4.483
1.965,-25.344,5.737
1.307,-22.498,2.729
1.301,-22.514,2.745
1.713,-23.724,4.029
1.169,-22.12,2.327
0.807,-20.434,0.547
0.697,-19.924,0.007
0.893,-20.834,0.969
0.951,-21.11,1.261
1.089,-21.75,1.935
1.233,-22.034,2.239
1.145,-22.008,2.209
0.587,-19.124,-0.837
0.559,-19.276,-0.677
0.597,-19.452,-0.491
-1.447,-29.25,9.697
-1.683,-29.386,9.829
-1.687,-29.388,9.831
-11.159,39.478,-19.165
-11.725,40.494,-18.119
-5.867,31.546,-20.047
-7.341,32.07,-20.011
1.993,30.41,-14.691
0.759,29.652,-15.275
3.997,38.23,-7.413
3.883,38.438,-7.201
-0.731,45.15,-7.577
-2.203,45.672,-7.541
-8.591,46.28,-12.931
-9.827,45.52,-13.515
3.113,-28.726,-0.255
2.407,-27.076,-2.009
2.547,-29.768,0.817
-0.557,-33.47,4.573
1.151,-32.38,3.501
1.191,-32.264,3.379
1.925,-25.954,-3.205
1.483,-24.922,-4.303
1.411,-24.768,-4.467
-1.273,-33.926,5.023
-1.829,-23.352,-6.081
-3.313,-22.7,-6.823
-3.339,-22.688,-6.835
-3.259,-22.724,-6.793
-3.241,-22.734,-6.783
-3.229,-22.74,-6.777
-3.201,-22.752,-6.763
-1.665,-34.168,5.263
-1.561,-34.108,5.205
-3.751,-22.704,-6.833
-0.605,-27.526,-11.453
-0.605,-27.528,-11.453
-0.551,-27.484,-11.403
2.189,-38.256,-2.651
0.425,-27.548,-10.097
2.983,-27.266,-6.893
2.447,-27.68,-7.393
2.489,-27.684,-7.337
2.929,-28.666,-6.291
2.599,-37.488,-2.487
4.489,-30.622,-3.317
4.087,-31.244,-3.543
3.283,-36.198,-2.213
3.327,-36.126,-2.191
4.105,-31.284,-3.501
4.095,-31.354,-3.479
4.313,-35.334,-1.285
2.415,-30.418,-17.449
4.221,-28.832,-15.853
7.195,-39.928,-6.641
6.653,-28.576,-12.801
8.021,-29.118,-10.753
7.699,-29.906,-10.797
7.969,-30.518,-10.151
7.723,-29.972,-10.731
7.707,-29.93,-10.775
7.641,-39.186,-6.417
9.525,-32.474,-7.177
8.999,-32.82,-7.699
8.365,-37.98,-6.051
8.381,-37.876,-6.079
9.351,-37.186,-5.145
-1.025,-45.0,-14.929
-0.501,-45.214,-14.145
-1.533,-45.93,-15.149
-1.301,-44.382,-15.589
-3.039,-42.574,-18.725
1.253,-47.038,-10.979
-2.317,-42.118,-18.001
-2.315,-42.118,-17.999
3.041,-44.986,-9.631
-1.911,-43.022,-17.037
1.683,-46.104,-10.863
1.685,-46.104,-10.863
-7.109,-40.814,-13.559
-7.531,-39.874,-14.559
-8.077,-40.72,-14.865
-7.527,-39.818,-14.581
-7.451,-38.742,-14.999
-6.571,-44.076,-11.289
-7.195,-35.544,-16.201
-7.231,-35.608,-16.217
-5.817,-32.84,-15.701
-4.339,-43.952,-8.433
-3.787,-45.184,-7.119
-3.971,-44.064,-7.899
-7.347,-37.248,-15.579
-5.883,-43.482,-10.677
-5.919,-43.468,-10.729
-5.935,-43.43,-10.771
-3.355,-44.252,-7.003
-6.855,-40.402,-16.109
-6.937,-40.096,-16.153
-6.735,-37.208,-17.485
-7.343,-38.602,-16.377
-5.385,-37.038,-18.785
5.445,-28.17,-8.909
3.727,-27.526,-8.479
6.209,-28.4,-13.353
3.475,-27.428,-8.647
5.207,-28.002,-14.815
2.231,-26.948,-9.471
1.839,-26.776,-11.303
5.533,-35.01,-2.527
5.451,-34.71,-2.573
6.835,-36.16,-3.257
5.043,-33.212,-2.795
5.653,-31.82,-3.905
5.787,-42.372,-4.831
5.409,-43.554,-5.779
2.115,-44.592,-5.367
1.205,-43.598,-4.051
3.855,-44.574,-6.083
1.281,-43.356,-3.857
-3.041,-45.446,-8.711
-3.293,-45.348,-8.879
-4.531,-44.87,-9.699
-3.995,-45.026,-13.133
-4.929,-44.694,-11.531
-1.275,15.594,13.143
-1.463,15.236,13.537
-0.947,16.158,12.831
-0.027,16.124,11.259
3.347,15.65,3.155
4.509,15.2,2.163
7.171,9.598,-4.369
7.293,10.792,-3.317
1.905,-16.724,15.093
1.181,-17.386,14.999
0.315,-17.682,14.729
0.267,-17.698,14.715
-6.451,-0.478,23.295
-6.453,-0.48,23.295
10.943,-3.068,-6.087
7.191,-3.124,-6.755
7.199,-3.026,-6.769
-7.567,-1.126,22.153
-7.289,-3.338,21.595
-6.495,-0.924,22.703
-6.227,-1.688,22.833
2.813,16.376,5.447
2.905,16.454,5.775
2.905,16.45,6.437
2.435,16.444,7.229
3.009,16.452,6.225
2.983,16.452,6.075
0.489,16.422,10.513
3.493,15.118,16.407
-2.683,14.75,14.563
-1.485,15.22,13.577
-1.223,14.744,15.309
-2.161,13.854,16.191
-2.995,14.44,14.879
-4.171,13.262,16.075
-4.537,11.596,18.429
-6.449,7.27,20.937
-6.329,7.538,20.781
13.867,2.624,-4.511
13.771,4.816,-3.743
13.707,3.84,-4.139
13.751,3.34,-4.303
3.575,-15.776,16.265
3.565,-15.596,16.285
3.441,-13.288,16.543
5.139,-12.748,13.223
3.397,-12.47,16.633
4.093,-12.462,15.269
6.675,-13.52,10.209
3.993,-12.434,15.465
3.329,-11.19,16.775
12.249,-8.044,-0.663
2.931,-15.722,1.497
2.749,-16.078,1.855
3.049,-15.494,1.267
4.169,-12.986,-0.903
3.353,-14.906,0.679
4.335,-12.77,-1.227
-4.993,-12.474,17.039
-4.689,-13.596,16.435
4.663,-12.344,-1.867
5.565,-11.022,-3.625
5.323,-11.49,-3.153
6.099,-9.436,-4.659
6.421,-8.204,-5.281
-5.027,-12.348,17.109
-6.647,-8.19,20.305
-6.583,-8.37,20.179
-5.673,-9.982,18.385
-5.099,-12.088,17.249
-5.673,-9.982,18.387
-5.671,-9.974,18.385
6.471,-8.012,-5.377
-0.213,23.658,-4.747
-1.425,23.21,-5.821
6.611,-7.472,-5.649
6.517,-7.836,-5.465
6.859,-6.346,-6.127
7.081,-4.498,-6.549
1.429,30.768,1.105
1.171,31.326,2.669
-2.159,-14.712,15.993
-4.167,-14.118,15.885
-2.991,-15.278,14.675
-9.081,30.298,11.663
-9.053,30.3,11.659
-9.111,30.288,11.661
-12.273,29.322,11.499
-12.999,28.786,11.141
-18.237,-25.828,1.819
-17.979,-25.154,2.407
-13.439,28.46,10.925
-16.539,26.216,9.449
-13.739,28.238,10.777
-17.033,25.07,8.415
-9.561,34.874,6.857
-10.329,34.782,6.963
-13.463,33.826,6.803
-13.577,33.74,6.747
-14.673,32.944,6.223
-13.379,33.85,6.807
-19.147,26.564,0.907
-19.141,26.552,0.893
-19.221,25.61,-0.041
-19.151,26.57,0.913
-19.715,26.942,1.437
-19.143,26.59,0.933
-18.305,28.81,2.967
-15.807,32.122,5.681
-18.519,25.344,-0.493
-0.943,-19.188,-3.331
-0.693,-19.242,-3.001
-18.535,22.312,6.003
-19.027,24.806,3.979
-19.031,24.256,4.085
-19.217,24.986,3.365
-18.537,22.312,6.001
-18.535,22.312,6.007
-19.255,25.606,0.575
-19.275,25.604,0.965
-19.263,25.468,1.493
-19.261,25.462,1.517
-18.221,21.594,4.303
-18.909,23.876,4.009
-18.067,21.248,3.479
-19.255,25.394,1.781
-2.969,19.29,-4.787
-3.311,19.446,-5.041
-2.847,19.234,-4.695
-4.297,19.468,-5.389
-7.937,20.196,-7.261
-5.893,19.502,-5.955
-6.353,19.658,-6.249
-8.271,20.282,-7.451
-1.801,19.228,-3.493
-0.677,19.072,-2.095
-1.141,19.226,-2.733
-17.527,30.872,4.857
-0.587,-17.154,14.205
-17.141,24.816,8.187
-17.703,23.364,6.859
-18.227,22.04,5.651
-17.573,21.216,4.647
-7.311,18.018,-12.857
-5.385,16.34,-14.227
-7.861,17.766,-13.177
-9.431,19.154,-11.667
-8.043,18.078,-13.915
8.323,35.294,-29.919
7.665,35.15,-28.851
7.705,35.214,-28.871
9.849,37.152,-26.931
9.957,37.284,-26.577
11.349,36.832,-26.417
-48.185,11.588,-21.665
-47.591,11.734,-22.355
-51.333,10.508,-25.011
0.755,38.512,-28.307
1.821,37.878,-28.053
1.805,37.886,-27.685
1.143,37.204,-29.291
-48.827,11.462,-20.637
-48.243,11.576,-21.573
-9.227,29.984,-15.361
-13.079,34.366,-15.591
-0.255,28.974,-9.071
-3.909,28.044,-12.473
-3.653,17.96,-6.761
-1.995,16.442,-8.485
-2.491,16.986,-9.159
-0.355,37.456,-22.229
-3.737,32.554,-20.249
-5.559,34.654,-20.637
3.081,13.442,-4.137
-1.433,16.328,-8.019
5.957,33.73,-26.447
8.851,31.4,-26.553
7.721,30.134,-24.001
11.931,32.7,-25.201
11.781,33.72,-27.243
12.027,35.258,-26.797
9.219,32.69,-28.421
-21.227,6.786,-31.171
-29.377,5.044,-31.897
-23.183,7.698,-30.435
6.427,37.528,-21.149
7.611,37.548,-19.763
7.273,37.466,-22.497
7.517,38.146,-20.113
6.833,34.722,-27.999
6.903,34.61,-28.339
9.757,37.052,-25.523
8.423,37.282,-24.387
11.267,36.194,-24.027
9.763,37.052,-25.529
11.463,33.74,-20.597
12.157,34.328,-24.507
10.711,35.876,-20.951
11.123,36.634,-26.947
-27.647,6.204,-31.203
-28.897,5.782,-31.409
8.999,36.73,-17.649
6.911,34.61,-28.347
-56.643,9.96,-28.985
-48.151,11.242,-29.567
3.093,37.726,-29.635
2.439,38.268,-31.749
3.933,39.566,-31.077
2.713,40.312,-31.453
8.733,-35.184,-26.755
9.821,-36.53,-28.243
9.615,-36.87,-28.149
3.493,38.192,-29.097
3.791,38.228,-28.913
9.361,33.338,-28.711
7.443,34.848,-28.657
7.449,34.874,-28.693
6.915,34.61,-28.351
6.575,34.912,-26.979
8.531,36.244,-29.495
9.391,36.854,-29.023
10.047,35.578,-31.019
-62.721,8.048,-29.647
-57.945,8.406,-24.859
0.565,38.61,-27.979
0.899,39.87,-29.853
4.283,39.774,-31.155
-62.399,6.916,-38.143
-62.407,3.066,-40.175
-68.291,5.718,-38.521
9.259,36.96,-28.683
10.589,36.478,-28.839
1.121,36.688,-30.603
2.769,39.06,-26.149
3.607,30.696,-15.027
6.309,34.676,-12.091
-1.069,15.464,-10.897
-6.809,18.94,-9.033
9.373,37.12,-25.199
1.179,41.03,-25.897
0.915,42.37,-28.321
0.837,40.166,-26.559
0.659,40.946,-29.325
2.681,40.702,-31.623
0.665,40.184,-29.735
-55.039,7.714,-37.255
-46.383,11.556,-23.739
-42.665,11.086,-26.965
4.299,38.698,-28.271
-55.629,9.882,-33.259
3.803,44.094,-30.145
5.583,41.706,-30.449
3.535,42.974,-31.043
-2.047,-37.094,-21.201
3.555,-38.216,-22.483
1.169,-41.41,-24.029
0.943,39.088,-30.311
7.305,34.65,-28.519
7.439,34.842,-28.653
-40.521,10.418,-27.507
-37.667,7.596,-33.207
-46.097,8.018,-35.673
-36.673,9.356,-28.575
-34.437,8.438,-29.921
6.609,43.96,-22.329
9.431,45.914,-22.663
9.237,43.768,-25.699
11.577,41.94,-24.749
11.283,41.228,-25.825
11.863,42.112,-21.229
11.843,43.42,-21.729
10.911,39.896,-18.871
11.271,40.918,-20.863
8.763,39.864,-20.777
8.147,39.502,-20.957
8.781,-36.516,-25.103
8.999,-35.084,-27.023
-62.677,8.972,-33.297
-16.709,18.828,-16.875
-14.363,19.734,-19.193
-17.477,20.466,-15.563
7.675,46.412,-20.283
7.773,47.16,-23.213
6.955,45.158,-26.685
5.941,41.86,-24.891
6.753,44.326,-27.751
1.393,44.67,-26.211
4.455,46.704,-27.407
4.249,45.874,-28.473
6.075,42.69,-29.487
5.009,39.84,-27.135
-29.875,5.476,-31.553
-15.883,18.528,-17.869
10.345,37.854,-27.037
9.793,37.082,-27.099
9.849,37.076,-25.559
9.829,37.048,-25.589
-16.209,23.768,-17.121
-19.339,23.338,-13.705
-18.689,26.838,-15.997
-22.513,25.996,-12.701
-22.039,22.384,-11.517
11.347,40.106,-24.545
10.629,39.638,-27.537
-45.213,-0.672,-39.327
9.503,37.01,-27.949
-67.759,7.58,-35.803
-41.653,10.738,-27.201
1.005,-34.54,0.619
0.811,-35.604,0.877
2.865,-35.856,-1.347
-27.215,36.768,-44.795
-25.019,37.072,-44.671
-25.019,37.072,-46.877
-22.781,36.374,-46.877
-23.097,36.526,-46.877
0.677,-35.152,0.663
0.489,-35.366,0.643
-27.397,34.868,-40.813
-26.955,32.17,-41.573
-25.537,31.412,-41.687
-25.253,31.17,-41.737
-37.213,30.594,-27.203
-35.285,29.856,-24.853
-35.031,29.964,-24.703
-35.759,29.6,-25.087
-35.893,29.538,-25.161
9.051,42.964,-26.769
8.617,41.206,-28.445
10.173,38.724,-28.481
-21.489,20.562,-13.929
-21.313,21.576,-12.277
8.037,38.602,-22.521
7.669,37.468,-23.673
8.155,37.338,-24.145
-15.695,18.472,-18.065
-54.613,3.596,-39.625
9.523,-25.182,-18.445
8.259,-28.566,-20.227
6.293,-25.75,-16.561
-36.099,29.35,-25.203
-37.983,27.544,-25.521
6.423,-29.02,-19.247
-39.783,25.612,-26.191
-40.839,23.728,-26.547
-44.447,23.97,-21.989
-1.787,-40.29,-20.315
-2.357,-39.512,-21.481
6.573,34.914,-26.969
6.557,35.35,-26.443
5.637,35.882,-26.675
7.683,37.532,-29.855
5.809,36.342,-28.797
5.807,37.222,-28.315
4.507,-47.694,-22.023
-2.005,-42.03,-21.229
9.693,-34.214,-26.223
11.765,-34.326,-27.023
9.823,-34.236,-26.569
14.765,-39.564,-19.503
13.641,-35.634,-19.573
14.165,-37.468,-21.719
10.753,39.066,-23.281
8.095,38.896,-22.097
-29.663,37.418,-44.945
-27.035,36.814,-46.877
-27.769,37.008,-46.877
-29.649,37.362,-46.877
-14.413,17.616,-19.473
6.549,41.02,-21.685
6.503,39.88,-22.559
6.545,40.826,-21.681
6.443,39.588,-22.981
6.201,41.876,-24.603
5.751,39.606,-26.745
8.337,40.096,-29.311
11.337,-37.626,-21.659
13.949,-37.492,-22.047
13.569,-35.33,-19.987
13.457,-35.212,-23.811
-86.957,0.014,-37.211
-80.127,3.156,-36.337
-79.765,2.354,-38.743
-86.301,-0.65,-38.229
-44.143,-11.74,-24.251
-48.141,-11.858,-28.735
-41.511,-11.436,-25.613
-21.645,10.29,-34.633
-31.193,5.356,-32.311
-28.151,8.962,-33.719
-32.567,5.992,-32.419
-29.215,8.878,-33.613
-74.459,3.26,-31.587
-80.391,2.324,-34.907
-80.687,1.036,-33.919
-74.103,4.728,-32.971
1.637,-31.296,-18.629
0.727,-34.6,-19.277
0.749,-32.8,-18.479
-33.167,31.132,-22.013
-38.493,28.798,-16.435
-42.649,26.854,-18.851
8.729,36.824,-29.339
8.551,36.4,-29.059
7.161,35.436,-30.085
11.273,-43.536,-12.727
13.823,-44.5,-16.447
15.365,-42.22,-15.357
6.069,-45.548,-11.149
7.535,-46.818,-14.961
4.911,-47.84,-16.451
7.697,-48.756,-20.173
6.073,34.032,-29.265
-0.001,-45.796,-16.337
1.351,-46.308,-18.665
9.145,-32.342,-19.283
6.417,-35.026,-20.247
-38.903,26.638,-25.721
-39.151,26.784,-25.999
-39.357,26.128,-25.931
-43.721,26.62,-31.933
-42.811,22.494,-28.289
-39.645,32.832,-34.519
-35.007,32.68,-28.599
-32.023,34.882,-30.833
-19.155,26.592,0.893
-18.383,25.304,-1.469
-18.407,25.324,-1.335
-18.507,25.342,-0.569
-17.755,31.772,3.971
-19.365,27.412,0.087
-19.889,32.868,-1.993
-17.899,36.354,0.725
3.163,39.946,-25.467
1.693,42.674,-24.167
1.607,42.35,-24.557
3.471,41.294,-24.117
3.563,41.636,-23.711
17.053,-37.372,-13.425
19.145,-36.562,-17.497
17.325,-34.852,-15.229
7.689,38.048,-30.075
9.091,37.0,-29.367
-30.755,8.772,-32.231
-33.453,8.544,-33.067
-31.623,8.71,-31.685
-34.431,10.128,-30.571
-33.143,9.63,-30.787
-68.889,3.56,-28.405
-74.755,1.466,-30.843
